new_index,Year,County,BU / ACRE,county_small
1956-Crow Wing County,1956,CROW WING,43.0,Crow Wing County
1956-Douglas County,1956,DOUGLAS,47.0,Douglas County
1956-Faribault County,1956,FARIBAULT,66.0,Faribault County
1956-Freeborn County,1956,FREEBORN,68.0,Freeborn County
1956-Grant County,1956,GRANT,38.0,Grant County
1956-Hennepin County,1956,HENNEPIN,65.0,Hennepin County
1956-Hubbard County,1956,HUBBARD,33.0,Hubbard County
1956-Isanti County,1956,ISANTI,57.0,Isanti County
1956-Itasca County,1956,ITASCA,35.0,Itasca County
1956-Jackson County,1956,JACKSON,57.0,Jackson County
1956-Kanabec County,1956,KANABEC,54.0,Kanabec County
1956-Kandiyohi County,1956,KANDIYOHI,60.0,Kandiyohi County
1956-Kittson County,1956,KITTSON,36.0,Kittson County
1956-Koochiching County,1956,KOOCHICHING,32.0,Koochiching County
1956-Lac Qui Parle County,1956,LAC QUI PARLE,58.0,Lac Qui Parle County
1956-Lake Of The Woods County,1956,LAKE OF THE WOODS,33.0,Lake Of The Woods County
1956-Le Sueur County,1956,LE SUEUR,70.0,Le Sueur County
1956-Lincoln County,1956,LINCOLN,47.0,Lincoln County
1956-Lyon County,1956,LYON,55.0,Lyon County
1956-Mahnomen County,1956,MAHNOMEN,33.0,Mahnomen County
1956-Marshall County,1956,MARSHALL,42.0,Marshall County
1956-Martin County,1956,MARTIN,64.0,Martin County
1956-Mcleod County,1956,MCLEOD,67.0,Mcleod County
1956-Meeker County,1956,MEEKER,60.0,Meeker County
1956-Mille Lacs County,1956,MILLE LACS,55.0,Mille Lacs County
1956-Morrison County,1956,MORRISON,48.0,Morrison County
1956-Murray County,1956,MURRAY,51.0,Murray County
1956-Nicollet County,1956,NICOLLET,68.0,Nicollet County
1956-Nobles County,1956,NOBLES,51.0,Nobles County
1956-Norman County,1956,NORMAN,34.0,Norman County
1956-Otter Tail County,1956,OTTER TAIL,41.0,Otter Tail County
1956-Pennington County,1956,PENNINGTON,40.0,Pennington County
1956-Pine County,1956,PINE,47.0,Pine County
1956-Pipestone County,1956,PIPESTONE,45.0,Pipestone County
1956-Polk County,1956,POLK,35.0,Polk County
1956-Pope County,1956,POPE,50.0,Pope County
1956-Ramsey County,1956,RAMSEY,63.0,Ramsey County
1956-Red Lake County,1956,RED LAKE,35.0,Red Lake County
1956-Redwood County,1956,REDWOOD,57.0,Redwood County
1956-Renville County,1956,RENVILLE,60.0,Renville County
1956-Rice County,1956,RICE,67.0,Rice County
1956-Rock County,1956,ROCK,46.0,Rock County
1956-Roseau County,1956,ROSEAU,34.0,Roseau County
1956-Scott County,1956,SCOTT,71.0,Scott County
1956-Sherburne County,1956,SHERBURNE,48.0,Sherburne County
1956-Sibley County,1956,SIBLEY,64.0,Sibley County
1956-St. Louis County,1956,ST. LOUIS,35.0,St. Louis County
1956-Stearns County,1956,STEARNS,54.0,Stearns County
1956-Steele County,1956,STEELE,68.0,Steele County
1956-Stevens County,1956,STEVENS,44.0,Stevens County
1956-Swift County,1956,SWIFT,52.0,Swift County
1956-Todd County,1956,TODD,47.0,Todd County
1956-Traverse County,1956,TRAVERSE,40.0,Traverse County
1956-Wadena County,1956,WADENA,40.0,Wadena County
1956-Waseca County,1956,WASECA,69.0,Waseca County
1956-Washington County,1956,WASHINGTON,62.0,Washington County
1956-Watonwan County,1956,WATONWAN,63.0,Watonwan County
1956-Wilkin County,1956,WILKIN,36.0,Wilkin County
1956-Wright County,1956,WRIGHT,63.0,Wright County
1956-Yellow Medicine County,1956,YELLOW MEDICINE,58.0,Yellow Medicine County
1957-Anoka County,1957,ANOKA,55.0,Anoka County
1957-Big Stone County,1957,BIG STONE,33.0,Big Stone County
1957-Blue Earth County,1957,BLUE EARTH,72.0,Blue Earth County
1957-Brown County,1957,BROWN,69.0,Brown County
1957-Carver County,1957,CARVER,72.0,Carver County
1957-Chippewa County,1957,CHIPPEWA,42.0,Chippewa County
1957-Chisago County,1957,CHISAGO,59.0,Chisago County
1957-Clay County,1957,CLAY,38.0,Clay County
1957-Cottonwood County,1957,COTTONWOOD,59.0,Cottonwood County
1957-Douglas County,1957,DOUGLAS,36.0,Douglas County
1957-Faribault County,1957,FARIBAULT,70.0,Faribault County
1957-Freeborn County,1957,FREEBORN,69.0,Freeborn County
1957-Grant County,1957,GRANT,37.0,Grant County
1957-Hennepin County,1957,HENNEPIN,60.0,Hennepin County
1957-Isanti County,1957,ISANTI,52.0,Isanti County
1957-Jackson County,1957,JACKSON,61.0,Jackson County
1957-Kandiyohi County,1957,KANDIYOHI,48.0,Kandiyohi County
1957-Lac Qui Parle County,1957,LAC QUI PARLE,40.0,Lac Qui Parle County
1957-Le Sueur County,1957,LE SUEUR,72.0,Le Sueur County
1957-Lincoln County,1957,LINCOLN,47.0,Lincoln County
1957-Lyon County,1957,LYON,52.0,Lyon County
1957-Martin County,1957,MARTIN,66.0,Martin County
1957-Mcleod County,1957,MCLEOD,63.0,Mcleod County
1957-Meeker County,1957,MEEKER,50.0,Meeker County
1957-Murray County,1957,MURRAY,55.0,Murray County
1957-Nicollet County,1957,NICOLLET,71.0,Nicollet County
1957-Nobles County,1957,NOBLES,60.0,Nobles County
1957-Other (Combined) Counties County,1957,OTHER (COMBINED) COUNTIES,35.0,Other (Combined) Counties County
1957-Other (Combined) Counties County,1957,OTHER (COMBINED) COUNTIES,38.6,Other (Combined) Counties County
1957-Other (Combined) Counties County,1957,OTHER (COMBINED) COUNTIES,42.9,Other (Combined) Counties County
1957-Other (Combined) Counties County,1957,OTHER (COMBINED) COUNTIES,32.1,Other (Combined) Counties County
1957-Other (Combined) Counties County,1957,OTHER (COMBINED) COUNTIES,45.1,Other (Combined) Counties County
1957-Otter Tail County,1957,OTTER TAIL,41.0,Otter Tail County
1957-Pipestone County,1957,PIPESTONE,50.0,Pipestone County
1957-Pope County,1957,POPE,40.0,Pope County
1957-Ramsey County,1957,RAMSEY,50.0,Ramsey County
1957-Redwood County,1957,REDWOOD,53.0,Redwood County
1957-Renville County,1957,RENVILLE,52.0,Renville County
1957-Rice County,1957,RICE,68.0,Rice County
1957-Rock County,1957,ROCK,53.0,Rock County
1957-Scott County,1957,SCOTT,67.0,Scott County
1957-Sherburne County,1957,SHERBURNE,48.0,Sherburne County
1957-Sibley County,1957,SIBLEY,68.0,Sibley County
1957-Stearns County,1957,STEARNS,46.0,Stearns County
1957-Steele County,1957,STEELE,75.0,Steele County
1957-Stevens County,1957,STEVENS,42.0,Stevens County
1957-Swift County,1957,SWIFT,43.0,Swift County
1957-Traverse County,1957,TRAVERSE,36.0,Traverse County
1957-Wadena County,1957,WADENA,35.0,Wadena County
1957-Waseca County,1957,WASECA,76.0,Waseca County
1957-Washington County,1957,WASHINGTON,65.0,Washington County
1957-Watonwan County,1957,WATONWAN,60.0,Watonwan County
1957-Wilkin County,1957,WILKIN,38.0,Wilkin County
1957-Wright County,1957,WRIGHT,56.0,Wright County
1957-Yellow Medicine County,1957,YELLOW MEDICINE,45.0,Yellow Medicine County
1958-Anoka County,1958,ANOKA,57.0,Anoka County
1958-Big Stone County,1958,BIG STONE,40.0,Big Stone County
1958-Blue Earth County,1958,BLUE EARTH,67.0,Blue Earth County
1958-Brown County,1958,BROWN,63.0,Brown County
1958-Carver County,1958,CARVER,70.0,Carver County
1958-Chippewa County,1958,CHIPPEWA,50.0,Chippewa County
1958-Chisago County,1958,CHISAGO,58.0,Chisago County
1958-Clay County,1958,CLAY,41.0,Clay County
1958-Cottonwood County,1958,COTTONWOOD,51.0,Cottonwood County
1958-Douglas County,1958,DOUGLAS,49.0,Douglas County
1958-Faribault County,1958,FARIBAULT,65.0,Faribault County
1958-Freeborn County,1958,FREEBORN,70.0,Freeborn County
1958-Grant County,1958,GRANT,47.0,Grant County
1958-Hennepin County,1958,HENNEPIN,62.0,Hennepin County
1958-Isanti County,1958,ISANTI,47.0,Isanti County
1958-Jackson County,1958,JACKSON,55.0,Jackson County
1958-Kandiyohi County,1958,KANDIYOHI,50.0,Kandiyohi County
1958-Lac Qui Parle County,1958,LAC QUI PARLE,49.0,Lac Qui Parle County
1958-Le Sueur County,1958,LE SUEUR,68.0,Le Sueur County
1958-Lincoln County,1958,LINCOLN,45.0,Lincoln County
1958-Lyon County,1958,LYON,52.0,Lyon County
1958-Martin County,1958,MARTIN,64.0,Martin County
1958-Mcleod County,1958,MCLEOD,63.0,Mcleod County
1958-Meeker County,1958,MEEKER,54.0,Meeker County
1958-Murray County,1958,MURRAY,51.0,Murray County
1958-Nicollet County,1958,NICOLLET,70.0,Nicollet County
1958-Nobles County,1958,NOBLES,49.0,Nobles County
1958-Other (Combined) Counties County,1958,OTHER (COMBINED) COUNTIES,40.0,Other (Combined) Counties County
1958-Other (Combined) Counties County,1958,OTHER (COMBINED) COUNTIES,37.1,Other (Combined) Counties County
1958-Other (Combined) Counties County,1958,OTHER (COMBINED) COUNTIES,39.7,Other (Combined) Counties County
1958-Other (Combined) Counties County,1958,OTHER (COMBINED) COUNTIES,34.2,Other (Combined) Counties County
1958-Other (Combined) Counties County,1958,OTHER (COMBINED) COUNTIES,40.2,Other (Combined) Counties County
1958-Otter Tail County,1958,OTTER TAIL,37.0,Otter Tail County
1958-Pipestone County,1958,PIPESTONE,38.0,Pipestone County
1958-Pope County,1958,POPE,42.0,Pope County
1958-Ramsey County,1958,RAMSEY,60.0,Ramsey County
1958-Redwood County,1958,REDWOOD,57.0,Redwood County
1958-Renville County,1958,RENVILLE,58.0,Renville County
1958-Rice County,1958,RICE,64.0,Rice County
1958-Rock County,1958,ROCK,40.0,Rock County
1958-Scott County,1958,SCOTT,64.0,Scott County
1958-Sherburne County,1958,SHERBURNE,47.0,Sherburne County
1958-Sibley County,1958,SIBLEY,68.0,Sibley County
1958-Stearns County,1958,STEARNS,46.0,Stearns County
1958-Steele County,1958,STEELE,64.0,Steele County
1958-Stevens County,1958,STEVENS,43.0,Stevens County
1958-Swift County,1958,SWIFT,42.0,Swift County
1958-Traverse County,1958,TRAVERSE,40.0,Traverse County
1958-Wadena County,1958,WADENA,30.0,Wadena County
1958-Waseca County,1958,WASECA,70.0,Waseca County
1958-Washington County,1958,WASHINGTON,61.0,Washington County
1958-Watonwan County,1958,WATONWAN,65.0,Watonwan County
1958-Wilkin County,1958,WILKIN,41.0,Wilkin County
1958-Wright County,1958,WRIGHT,60.0,Wright County
1958-Yellow Medicine County,1958,YELLOW MEDICINE,56.0,Yellow Medicine County
1959-Anoka County,1959,ANOKA,46.0,Anoka County
1959-Becker County,1959,BECKER,39.0,Becker County
1959-Benton County,1959,BENTON,49.0,Benton County
1959-Big Stone County,1959,BIG STONE,25.0,Big Stone County
1959-Blue Earth County,1959,BLUE EARTH,54.0,Blue Earth County
1959-Brown County,1959,BROWN,53.0,Brown County
1959-Carver County,1959,CARVER,68.0,Carver County
1959-Cass County,1959,CASS,36.0,Cass County
1959-Chippewa County,1959,CHIPPEWA,46.0,Chippewa County
1959-Chisago County,1959,CHISAGO,55.0,Chisago County
1959-Clay County,1959,CLAY,43.0,Clay County
1959-Cottonwood County,1959,COTTONWOOD,43.0,Cottonwood County
1959-Crow Wing County,1959,CROW WING,32.0,Crow Wing County
1959-Douglas County,1959,DOUGLAS,42.0,Douglas County
1959-Faribault County,1959,FARIBAULT,65.0,Faribault County
1959-Freeborn County,1959,FREEBORN,64.0,Freeborn County
1959-Grant County,1959,GRANT,41.0,Grant County
1959-Hennepin County,1959,HENNEPIN,60.0,Hennepin County
1959-Hubbard County,1959,HUBBARD,39.0,Hubbard County
1959-Isanti County,1959,ISANTI,46.0,Isanti County
1959-Jackson County,1959,JACKSON,49.0,Jackson County
1959-Kanabec County,1959,KANABEC,44.0,Kanabec County
1959-Kandiyohi County,1959,KANDIYOHI,49.0,Kandiyohi County
1959-Lac Qui Parle County,1959,LAC QUI PARLE,34.0,Lac Qui Parle County
1959-Le Sueur County,1959,LE SUEUR,58.0,Le Sueur County
1959-Lincoln County,1959,LINCOLN,25.0,Lincoln County
1959-Lyon County,1959,LYON,32.0,Lyon County
1959-Mahnomen County,1959,MAHNOMEN,45.0,Mahnomen County
1959-Martin County,1959,MARTIN,55.0,Martin County
1959-Mcleod County,1959,MCLEOD,65.0,Mcleod County
1959-Meeker County,1959,MEEKER,52.0,Meeker County
1959-Mille Lacs County,1959,MILLE LACS,49.0,Mille Lacs County
1959-Morrison County,1959,MORRISON,35.0,Morrison County
1959-Murray County,1959,MURRAY,46.0,Murray County
1959-Nicollet County,1959,NICOLLET,61.0,Nicollet County
1959-Nobles County,1959,NOBLES,48.0,Nobles County
1959-Norman County,1959,NORMAN,42.0,Norman County
1959-Other (Combined) Counties County,1959,OTHER (COMBINED) COUNTIES,45.7,Other (Combined) Counties County
1959-Other (Combined) Counties County,1959,OTHER (COMBINED) COUNTIES,44.3,Other (Combined) Counties County
1959-Other (Combined) Counties County,1959,OTHER (COMBINED) COUNTIES,45.0,Other (Combined) Counties County
1959-Otter Tail County,1959,OTTER TAIL,39.0,Otter Tail County
1959-Pine County,1959,PINE,44.0,Pine County
1959-Pipestone County,1959,PIPESTONE,35.0,Pipestone County
1959-Polk County,1959,POLK,45.0,Polk County
1959-Pope County,1959,POPE,41.0,Pope County
1959-Redwood County,1959,REDWOOD,42.0,Redwood County
1959-Renville County,1959,RENVILLE,53.0,Renville County
1959-Rice County,1959,RICE,63.0,Rice County
1959-Rock County,1959,ROCK,44.0,Rock County
1959-Scott County,1959,SCOTT,64.0,Scott County
1959-Sherburne County,1959,SHERBURNE,34.0,Sherburne County
1959-Sibley County,1959,SIBLEY,66.0,Sibley County
1959-Stearns County,1959,STEARNS,39.0,Stearns County
1959-Steele County,1959,STEELE,66.0,Steele County
1959-Stevens County,1959,STEVENS,33.0,Stevens County
1959-Swift County,1959,SWIFT,44.0,Swift County
1959-Todd County,1959,TODD,36.0,Todd County
1959-Traverse County,1959,TRAVERSE,31.0,Traverse County
1959-Wadena County,1959,WADENA,34.0,Wadena County
1959-Waseca County,1959,WASECA,62.0,Waseca County
1959-Washington County,1959,WASHINGTON,55.0,Washington County
1959-Watonwan County,1959,WATONWAN,45.0,Watonwan County
1959-Wilkin County,1959,WILKIN,33.0,Wilkin County
1959-Wright County,1959,WRIGHT,59.0,Wright County
1959-Yellow Medicine County,1959,YELLOW MEDICINE,36.0,Yellow Medicine County
1960-Aitkin County,1960,AITKIN,43.0,Aitkin County
1960-Anoka County,1960,ANOKA,42.0,Anoka County
1960-Becker County,1960,BECKER,37.0,Becker County
1960-Beltrami County,1960,BELTRAMI,37.0,Beltrami County
1960-Benton County,1960,BENTON,43.0,Benton County
1960-Big Stone County,1960,BIG STONE,44.0,Big Stone County
1960-Blue Earth County,1960,BLUE EARTH,55.0,Blue Earth County
1960-Brown County,1960,BROWN,69.0,Brown County
1960-Carlton County,1960,CARLTON,36.0,Carlton County
1960-Carver County,1960,CARVER,56.0,Carver County
1960-Cass County,1960,CASS,30.0,Cass County
1960-Chippewa County,1960,CHIPPEWA,52.0,Chippewa County
1960-Chisago County,1960,CHISAGO,48.0,Chisago County
1960-Clay County,1960,CLAY,41.0,Clay County
1960-Clearwater County,1960,CLEARWATER,39.0,Clearwater County
1960-Cottonwood County,1960,COTTONWOOD,53.0,Cottonwood County
1960-Crow Wing County,1960,CROW WING,30.0,Crow Wing County
1960-Douglas County,1960,DOUGLAS,49.0,Douglas County
1960-Faribault County,1960,FARIBAULT,60.0,Faribault County
1960-Freeborn County,1960,FREEBORN,56.0,Freeborn County
1960-Grant County,1960,GRANT,43.0,Grant County
1960-Hennepin County,1960,HENNEPIN,53.0,Hennepin County
1960-Hubbard County,1960,HUBBARD,37.0,Hubbard County
1960-Isanti County,1960,ISANTI,44.0,Isanti County
1960-Itasca County,1960,ITASCA,33.0,Itasca County
1960-Jackson County,1960,JACKSON,58.0,Jackson County
1960-Kanabec County,1960,KANABEC,35.0,Kanabec County
1960-Kandiyohi County,1960,KANDIYOHI,55.0,Kandiyohi County
1960-Kittson County,1960,KITTSON,30.0,Kittson County
1960-Lac Qui Parle County,1960,LAC QUI PARLE,48.0,Lac Qui Parle County
1960-Le Sueur County,1960,LE SUEUR,59.0,Le Sueur County
1960-Lincoln County,1960,LINCOLN,49.0,Lincoln County
1960-Lyon County,1960,LYON,57.0,Lyon County
1960-Mahnomen County,1960,MAHNOMEN,43.0,Mahnomen County
1960-Marshall County,1960,MARSHALL,37.0,Marshall County
1960-Martin County,1960,MARTIN,63.0,Martin County
1960-Mcleod County,1960,MCLEOD,69.0,Mcleod County
1960-Meeker County,1960,MEEKER,62.0,Meeker County
1960-Mille Lacs County,1960,MILLE LACS,44.0,Mille Lacs County
1960-Morrison County,1960,MORRISON,30.0,Morrison County
1960-Murray County,1960,MURRAY,53.0,Murray County
1960-Nicollet County,1960,NICOLLET,61.0,Nicollet County
1960-Nobles County,1960,NOBLES,55.0,Nobles County
1960-Norman County,1960,NORMAN,38.0,Norman County
1960-Otter Tail County,1960,OTTER TAIL,36.0,Otter Tail County
1960-Pennington County,1960,PENNINGTON,33.0,Pennington County
1960-Pine County,1960,PINE,38.0,Pine County
1960-Pipestone County,1960,PIPESTONE,43.0,Pipestone County
1960-Polk County,1960,POLK,42.0,Polk County
1960-Pope County,1960,POPE,40.0,Pope County
1960-Ramsey County,1960,RAMSEY,46.0,Ramsey County
1960-Red Lake County,1960,RED LAKE,36.0,Red Lake County
1960-Redwood County,1960,REDWOOD,61.0,Redwood County
1960-Renville County,1960,RENVILLE,61.0,Renville County
1960-Rice County,1960,RICE,58.0,Rice County
1960-Rock County,1960,ROCK,50.0,Rock County
1960-Roseau County,1960,ROSEAU,29.0,Roseau County
1960-Scott County,1960,SCOTT,56.0,Scott County
1960-Sherburne County,1960,SHERBURNE,31.0,Sherburne County
1960-Sibley County,1960,SIBLEY,60.0,Sibley County
1960-Stearns County,1960,STEARNS,41.0,Stearns County
1960-Steele County,1960,STEELE,50.0,Steele County
1960-Stevens County,1960,STEVENS,49.0,Stevens County
1960-Swift County,1960,SWIFT,45.0,Swift County
1960-Todd County,1960,TODD,36.0,Todd County
1960-Traverse County,1960,TRAVERSE,44.0,Traverse County
1960-Wadena County,1960,WADENA,31.0,Wadena County
1960-Waseca County,1960,WASECA,57.0,Waseca County
1960-Washington County,1960,WASHINGTON,49.0,Washington County
1960-Watonwan County,1960,WATONWAN,59.0,Watonwan County
1960-Wilkin County,1960,WILKIN,35.0,Wilkin County
1960-Wright County,1960,WRIGHT,51.0,Wright County
1960-Yellow Medicine County,1960,YELLOW MEDICINE,56.0,Yellow Medicine County
1961-Aitkin County,1961,AITKIN,47.0,Aitkin County
1961-Anoka County,1961,ANOKA,60.0,Anoka County
1961-Becker County,1961,BECKER,42.0,Becker County
1961-Beltrami County,1961,BELTRAMI,38.0,Beltrami County
1961-Benton County,1961,BENTON,56.0,Benton County
1961-Big Stone County,1961,BIG STONE,49.0,Big Stone County
1961-Blue Earth County,1961,BLUE EARTH,77.0,Blue Earth County
1961-Brown County,1961,BROWN,68.0,Brown County
1961-Carlton County,1961,CARLTON,43.0,Carlton County
1961-Carver County,1961,CARVER,78.0,Carver County
1961-Cass County,1961,CASS,32.0,Cass County
1961-Chippewa County,1961,CHIPPEWA,53.0,Chippewa County
1961-Chisago County,1961,CHISAGO,59.0,Chisago County
1961-Clay County,1961,CLAY,45.0,Clay County
1961-Clearwater County,1961,CLEARWATER,39.0,Clearwater County
1961-Cottonwood County,1961,COTTONWOOD,64.0,Cottonwood County
1961-Crow Wing County,1961,CROW WING,43.0,Crow Wing County
1961-Douglas County,1961,DOUGLAS,50.0,Douglas County
1961-Faribault County,1961,FARIBAULT,77.0,Faribault County
1961-Freeborn County,1961,FREEBORN,73.0,Freeborn County
1961-Grant County,1961,GRANT,53.0,Grant County
1961-Hennepin County,1961,HENNEPIN,71.0,Hennepin County
1961-Hubbard County,1961,HUBBARD,32.0,Hubbard County
1961-Isanti County,1961,ISANTI,60.0,Isanti County
1961-Itasca County,1961,ITASCA,30.0,Itasca County
1961-Jackson County,1961,JACKSON,71.0,Jackson County
1961-Kanabec County,1961,KANABEC,48.0,Kanabec County
1961-Kandiyohi County,1961,KANDIYOHI,61.0,Kandiyohi County
1961-Kittson County,1961,KITTSON,22.0,Kittson County
1961-Lac Qui Parle County,1961,LAC QUI PARLE,46.0,Lac Qui Parle County
1961-Le Sueur County,1961,LE SUEUR,77.0,Le Sueur County
1961-Lincoln County,1961,LINCOLN,53.0,Lincoln County
1961-Lyon County,1961,LYON,57.0,Lyon County
1961-Mahnomen County,1961,MAHNOMEN,40.0,Mahnomen County
1961-Marshall County,1961,MARSHALL,23.0,Marshall County
1961-Martin County,1961,MARTIN,76.0,Martin County
1961-Mcleod County,1961,MCLEOD,77.0,Mcleod County
1961-Meeker County,1961,MEEKER,63.0,Meeker County
1961-Mille Lacs County,1961,MILLE LACS,52.0,Mille Lacs County
1961-Morrison County,1961,MORRISON,51.0,Morrison County
1961-Murray County,1961,MURRAY,62.0,Murray County
1961-Nicollet County,1961,NICOLLET,72.0,Nicollet County
1961-Nobles County,1961,NOBLES,66.0,Nobles County
1961-Norman County,1961,NORMAN,42.0,Norman County
1961-Otter Tail County,1961,OTTER TAIL,43.0,Otter Tail County
1961-Pennington County,1961,PENNINGTON,41.0,Pennington County
1961-Pine County,1961,PINE,52.0,Pine County
