index,County,"YIELD, MEASURED IN BU / ACRE"
1985-LAKE OF THE WOODS,LAKE OF THE WOODS,43.0
1985-LE SUEUR,LE SUEUR,79.0
1985-LINCOLN,LINCOLN,93.0
1985-LYON,LYON,95.0
1985-MAHNOMEN,MAHNOMEN,58.0
1985-MARSHALL,MARSHALL,68.0
1985-MARTIN,MARTIN,85.0
1985-MCLEOD,MCLEOD,77.0
1985-MEEKER,MEEKER,79.0
1985-MILLE LACS,MILLE LACS,66.0
1985-MORRISON,MORRISON,71.0
1985-MURRAY,MURRAY,85.0
1985-NICOLLET,NICOLLET,83.0
1985-NOBLES,NOBLES,81.0
1985-NORMAN,NORMAN,79.0
1985-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,67.0
1985-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,
1985-OTTER TAIL,OTTER TAIL,66.0
1985-PENNINGTON,PENNINGTON,77.0
1985-PINE,PINE,58.0
1985-PIPESTONE,PIPESTONE,80.0
1985-POLK,POLK,70.0
1985-POPE,POPE,71.0
1985-RED LAKE,RED LAKE,83.0
1985-REDWOOD,REDWOOD,81.0
1985-RENVILLE,RENVILLE,87.0
1985-RICE,RICE,70.0
1985-ROCK,ROCK,81.0
1985-ROSEAU,ROSEAU,63.0
1985-SCOTT,SCOTT,76.0
1985-SHERBURNE,SHERBURNE,58.0
1985-SIBLEY,SIBLEY,75.0
1985-ST. LOUIS,ST. LOUIS,53.0
1985-STEARNS,STEARNS,70.0
1985-STEELE,STEELE,72.0
1985-STEVENS,STEVENS,80.0
1985-SWIFT,SWIFT,67.0
1985-TODD,TODD,64.0
1985-TRAVERSE,TRAVERSE,85.0
1985-WADENA,WADENA,54.0
1985-WASECA,WASECA,84.0
1985-WASHINGTON,WASHINGTON,58.0
1985-WATONWAN,WATONWAN,90.0
1985-WILKIN,WILKIN,76.0
1985-WRIGHT,WRIGHT,71.0
1985-YELLOW MEDICINE,YELLOW MEDICINE,86.0
1986-AITKIN,AITKIN,43.0
1986-ANOKA,ANOKA,52.0
1986-BECKER,BECKER,44.0
1986-BELTRAMI,BELTRAMI,47.0
1986-BENTON,BENTON,34.0
1986-BIG STONE,BIG STONE,45.0
1986-BLUE EARTH,BLUE EARTH,64.0
1986-BROWN,BROWN,50.0
1986-CARLTON,CARLTON,40.0
1986-CARVER,CARVER,62.0
1986-CASS,CASS,33.0
1986-CHIPPEWA,CHIPPEWA,60.0
1986-CHISAGO,CHISAGO,36.0
1986-CLAY,CLAY,71.0
1986-CLEARWATER,CLEARWATER,61.0
1986-COTTONWOOD,COTTONWOOD,52.0
1986-CROW WING,CROW WING,37.0
1986-DOUGLAS,DOUGLAS,40.0
1986-FARIBAULT,FARIBAULT,53.0
1986-FREEBORN,FREEBORN,60.0
1986-GRANT,GRANT,59.0
1986-HENNEPIN,HENNEPIN,45.0
1986-HUBBARD,HUBBARD,37.0
1986-ISANTI,ISANTI,40.0
1986-ITASCA,ITASCA,34.0
1986-JACKSON,JACKSON,53.0
1986-KANABEC,KANABEC,45.0
1986-KANDIYOHI,KANDIYOHI,59.0
1986-KITTSON,KITTSON,60.0
1986-KOOCHICHING,KOOCHICHING,41.0
1986-LAC QUI PARLE,LAC QUI PARLE,45.0
1986-LAKE OF THE WOODS,LAKE OF THE WOODS,52.0
1986-LE SUEUR,LE SUEUR,62.0
1986-LINCOLN,LINCOLN,47.0
1986-LYON,LYON,57.0
1986-MAHNOMEN,MAHNOMEN,61.0
1986-MARSHALL,MARSHALL,55.0
1986-MARTIN,MARTIN,57.0
1986-MCLEOD,MCLEOD,55.0
1986-MEEKER,MEEKER,54.0
1986-MILLE LACS,MILLE LACS,40.0
1986-MORRISON,MORRISON,44.0
1986-MURRAY,MURRAY,58.0
1986-NICOLLET,NICOLLET,67.0
1986-NOBLES,NOBLES,45.0
1986-NORMAN,NORMAN,67.0
1986-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,31.0
1986-OTTER TAIL,OTTER TAIL,50.0
1986-PENNINGTON,PENNINGTON,53.0
1986-PINE,PINE,39.0
1986-PIPESTONE,PIPESTONE,58.0
1986-POLK,POLK,63.0
1986-POPE,POPE,40.0
1986-RAMSEY,RAMSEY,54.0
1986-RED LAKE,RED LAKE,57.0
1986-REDWOOD,REDWOOD,60.0
1986-RENVILLE,RENVILLE,64.0
1986-RICE,RICE,57.0
1986-ROCK,ROCK,46.0
1986-ROSEAU,ROSEAU,60.0
1986-SCOTT,SCOTT,52.0
1986-SHERBURNE,SHERBURNE,56.0
1986-SIBLEY,SIBLEY,70.0
1986-ST. LOUIS,ST. LOUIS,36.0
1986-STEARNS,STEARNS,40.0
1986-STEELE,STEELE,66.0
1986-STEVENS,STEVENS,51.0
1986-SWIFT,SWIFT,53.0
1986-TODD,TODD,34.0
1986-TRAVERSE,TRAVERSE,51.0
1986-WADENA,WADENA,38.0
1986-WASECA,WASECA,71.0
1986-WASHINGTON,WASHINGTON,46.0
1986-WATONWAN,WATONWAN,58.0
1986-WILKIN,WILKIN,47.0
1986-WRIGHT,WRIGHT,42.0
1986-YELLOW MEDICINE,YELLOW MEDICINE,54.0
1987-AITKIN,AITKIN,43.0
1987-ANOKA,ANOKA,35.0
1987-BECKER,BECKER,42.0
1987-BELTRAMI,BELTRAMI,45.0
1987-BENTON,BENTON,39.0
1987-BIG STONE,BIG STONE,71.0
1987-BLUE EARTH,BLUE EARTH,64.0
1987-BROWN,BROWN,64.0
1987-CARLTON,CARLTON,27.0
1987-CARVER,CARVER,58.0
1987-CASS,CASS,38.0
1987-CHIPPEWA,CHIPPEWA,71.0
1987-CHISAGO,CHISAGO,28.0
1987-CLAY,CLAY,62.0
1987-CLEARWATER,CLEARWATER,44.0
1987-COOK,COOK,
1987-COTTONWOOD,COTTONWOOD,65.0
1987-CROW WING,CROW WING,28.0
1987-DOUGLAS,DOUGLAS,56.0
1987-FARIBAULT,FARIBAULT,64.0
1987-FREEBORN,FREEBORN,58.0
1987-GRANT,GRANT,71.0
1987-HENNEPIN,HENNEPIN,44.0
1987-HUBBARD,HUBBARD,45.0
1987-ISANTI,ISANTI,33.0
1987-ITASCA,ITASCA,34.0
1987-JACKSON,JACKSON,71.0
1987-KANABEC,KANABEC,34.0
1987-KANDIYOHI,KANDIYOHI,62.0
1987-KITTSON,KITTSON,72.0
1987-KOOCHICHING,KOOCHICHING,30.0
1987-LAC QUI PARLE,LAC QUI PARLE,71.0
1987-LAKE,LAKE,38.0
1987-LAKE OF THE WOODS,LAKE OF THE WOODS,47.0
1987-LE SUEUR,LE SUEUR,60.0
1987-LINCOLN,LINCOLN,68.0
1987-LYON,LYON,69.0
1987-MAHNOMEN,MAHNOMEN,71.0
1987-MARSHALL,MARSHALL,65.0
1987-MARTIN,MARTIN,67.0
1987-MCLEOD,MCLEOD,60.0
1987-MEEKER,MEEKER,61.0
1987-MILLE LACS,MILLE LACS,40.0
1987-MORRISON,MORRISON,37.0
1987-MURRAY,MURRAY,67.0
1987-NICOLLET,NICOLLET,62.0
1987-NOBLES,NOBLES,71.0
1987-NORMAN,NORMAN,65.0
1987-OTTER TAIL,OTTER TAIL,52.0
1987-PENNINGTON,PENNINGTON,62.0
1987-PINE,PINE,38.0
1987-PIPESTONE,PIPESTONE,68.0
1987-POLK,POLK,64.0
1987-POPE,POPE,65.0
1987-RAMSEY,RAMSEY,43.0
1987-RED LAKE,RED LAKE,68.0
1987-REDWOOD,REDWOOD,67.0
1987-RENVILLE,RENVILLE,64.0
1987-RICE,RICE,58.0
1987-ROCK,ROCK,75.0
1987-ROSEAU,ROSEAU,59.0
1987-SCOTT,SCOTT,55.0
1987-SHERBURNE,SHERBURNE,36.0
1987-SIBLEY,SIBLEY,58.0
1987-ST. LOUIS,ST. LOUIS,34.0
1987-STEARNS,STEARNS,53.0
1987-STEELE,STEELE,62.0
1987-STEVENS,STEVENS,72.0
1987-SWIFT,SWIFT,72.0
1987-TODD,TODD,50.0
1987-TRAVERSE,TRAVERSE,73.0
1987-WADENA,WADENA,43.0
1987-WASECA,WASECA,57.0
1987-WASHINGTON,WASHINGTON,36.0
1987-WATONWAN,WATONWAN,59.0
1987-WILKIN,WILKIN,51.0
1987-WRIGHT,WRIGHT,48.0
1987-YELLOW MEDICINE,YELLOW MEDICINE,68.0
1988-AITKIN,AITKIN,17.0
1988-BECKER,BECKER,19.0
1988-BELTRAMI,BELTRAMI,32.0
1988-BENTON,BENTON,16.0
1988-BIG STONE,BIG STONE,18.0
1988-BLUE EARTH,BLUE EARTH,40.0
1988-BROWN,BROWN,35.0
1988-CARLTON,CARLTON,27.0
1988-CARVER,CARVER,42.0
1988-CASS,CASS,21.0
1988-CHIPPEWA,CHIPPEWA,36.0
1988-CHISAGO,CHISAGO,24.0
1988-CLAY,CLAY,26.0
1988-CLEARWATER,CLEARWATER,32.0
1988-COTTONWOOD,COTTONWOOD,37.0
1988-CROW WING,CROW WING,14.0
1988-DOUGLAS,DOUGLAS,19.0
1988-FARIBAULT,FARIBAULT,57.0
1988-FREEBORN,FREEBORN,52.0
1988-GRANT,GRANT,23.0
1988-HENNEPIN,HENNEPIN,28.0
1988-HUBBARD,HUBBARD,19.0
1988-ISANTI,ISANTI,26.0
1988-ITASCA,ITASCA,16.0
1988-JACKSON,JACKSON,45.0
1988-KANABEC,KANABEC,16.0
1988-KANDIYOHI,KANDIYOHI,33.0
1988-KITTSON,KITTSON,24.0
1988-KOOCHICHING,KOOCHICHING,35.0
1988-LAC QUI PARLE,LAC QUI PARLE,26.0
1988-LAKE OF THE WOODS,LAKE OF THE WOODS,39.0
1988-LE SUEUR,LE SUEUR,33.0
1988-LINCOLN,LINCOLN,39.0
1988-LYON,LYON,40.0
1988-MAHNOMEN,MAHNOMEN,35.0
1988-MARSHALL,MARSHALL,34.0
1988-MARTIN,MARTIN,53.0
1988-MCLEOD,MCLEOD,52.0
1988-MEEKER,MEEKER,31.0
1988-MILLE LACS,MILLE LACS,18.0
1988-MORRISON,MORRISON,16.0
1988-MURRAY,MURRAY,49.0
1988-NICOLLET,NICOLLET,40.0
1988-NOBLES,NOBLES,51.0
1988-NORMAN,NORMAN,38.0
1988-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,21.0
1988-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,
1988-OTTER TAIL,OTTER TAIL,16.0
1988-PENNINGTON,PENNINGTON,33.0
1988-PINE,PINE,20.0
1988-PIPESTONE,PIPESTONE,39.0
1988-POLK,POLK,37.0
1988-POPE,POPE,20.0
1988-RED LAKE,RED LAKE,30.0
1988-REDWOOD,REDWOOD,49.0
1988-RENVILLE,RENVILLE,49.0
1988-RICE,RICE,43.0
1988-ROCK,ROCK,44.0
1988-ROSEAU,ROSEAU,33.0
1988-SCOTT,SCOTT,35.0
1988-SHERBURNE,SHERBURNE,27.0
1988-SIBLEY,SIBLEY,42.0
1988-ST. LOUIS,ST. LOUIS,38.0
1988-STEARNS,STEARNS,18.0
1988-STEELE,STEELE,47.0
1988-STEVENS,STEVENS,17.0
1988-SWIFT,SWIFT,29.0
1988-TODD,TODD,16.0
1988-TRAVERSE,TRAVERSE,22.0
1988-WADENA,WADENA,20.0
1988-WASECA,WASECA,41.0
1988-WASHINGTON,WASHINGTON,28.0
1988-WATONWAN,WATONWAN,33.0
1988-WILKIN,WILKIN,15.0
1988-WRIGHT,WRIGHT,31.0
1988-YELLOW MEDICINE,YELLOW MEDICINE,28.0
1989-AITKIN,AITKIN,43.0
1989-BECKER,BECKER,35.0
1989-BELTRAMI,BELTRAMI,43.0
1989-BENTON,BENTON,41.0
1989-BIG STONE,BIG STONE,58.0
1989-BLUE EARTH,BLUE EARTH,67.0
1989-BROWN,BROWN,64.0
1989-CARLTON,CARLTON,43.0
1989-CARVER,CARVER,77.0
1989-CASS,CASS,30.0
1989-CHIPPEWA,CHIPPEWA,66.0
1989-CHISAGO,CHISAGO,50.0
1989-CLAY,CLAY,35.0
1989-CLEARWATER,CLEARWATER,59.0
1989-COTTONWOOD,COTTONWOOD,51.0
1989-CROW WING,CROW WING,30.0
1989-DOUGLAS,DOUGLAS,54.0
1989-FARIBAULT,FARIBAULT,70.0
1989-FREEBORN,FREEBORN,67.0
1989-GRANT,GRANT,70.0
1989-HENNEPIN,HENNEPIN,59.0
1989-HUBBARD,HUBBARD,34.0
1989-ISANTI,ISANTI,55.0
1989-ITASCA,ITASCA,47.0
1989-JACKSON,JACKSON,54.0
1989-KANABEC,KANABEC,41.0
1989-KANDIYOHI,KANDIYOHI,54.0
1989-KITTSON,KITTSON,53.0
1989-KOOCHICHING,KOOCHICHING,46.0
1989-LAC QUI PARLE,LAC QUI PARLE,55.0
1989-LAKE,LAKE,41.0
1989-LAKE OF THE WOODS,LAKE OF THE WOODS,59.0
1989-LE SUEUR,LE SUEUR,73.0
1989-LINCOLN,LINCOLN,53.0
1989-LYON,LYON,53.0
1989-MAHNOMEN,MAHNOMEN,69.0
1989-MARSHALL,MARSHALL,55.0
1989-MARTIN,MARTIN,61.0
1989-MCLEOD,MCLEOD,83.0
1989-MEEKER,MEEKER,51.0
1989-MILLE LACS,MILLE LACS,40.0
1989-MORRISON,MORRISON,36.0
1989-MURRAY,MURRAY,61.0
1989-NICOLLET,NICOLLET,71.0
1989-NOBLES,NOBLES,66.0
1989-NORMAN,NORMAN,70.0
1989-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,46.0
1989-OTTER TAIL,OTTER TAIL,40.0
1989-PENNINGTON,PENNINGTON,59.0
1989-PINE,PINE,42.0
1989-PIPESTONE,PIPESTONE,56.0
1989-POLK,POLK,55.0
1989-POPE,POPE,51.0
1989-RED LAKE,RED LAKE,70.0
1989-REDWOOD,REDWOOD,57.0
1989-RENVILLE,RENVILLE,70.0
1989-RICE,RICE,71.0
1989-ROCK,ROCK,65.0
1989-ROSEAU,ROSEAU,58.0
1989-SCOTT,SCOTT,73.0
1989-SHERBURNE,SHERBURNE,60.0
1989-SIBLEY,SIBLEY,72.0
1989-ST. LOUIS,ST. LOUIS,43.0
1989-STEARNS,STEARNS,48.0
1989-STEELE,STEELE,68.0
1989-STEVENS,STEVENS,79.0
1989-SWIFT,SWIFT,61.0
1989-TODD,TODD,38.0
1989-TRAVERSE,TRAVERSE,60.0
1989-WADENA,WADENA,30.0
1989-WASECA,WASECA,71.0
1989-WASHINGTON,WASHINGTON,56.0
1989-WATONWAN,WATONWAN,53.0
1989-WILKIN,WILKIN,51.0
1989-WRIGHT,WRIGHT,64.0
1989-YELLOW MEDICINE,YELLOW MEDICINE,51.0
1990-AITKIN,AITKIN,40.0
1990-BECKER,BECKER,52.0
1990-BELTRAMI,BELTRAMI,50.0
1990-BENTON,BENTON,57.0
1990-BIG STONE,BIG STONE,76.0
1990-BLUE EARTH,BLUE EARTH,59.0
1990-BROWN,BROWN,68.0
1990-CARLTON,CARLTON,40.0
1990-CARVER,CARVER,60.0
1990-CASS,CASS,35.0
1990-CHIPPEWA,CHIPPEWA,84.0
1990-CHISAGO,CHISAGO,51.0
1990-CLAY,CLAY,73.0
1990-CLEARWATER,CLEARWATER,48.0
1990-COTTONWOOD,COTTONWOOD,70.0
1990-CROW WING,CROW WING,53.0
1990-DOUGLAS,DOUGLAS,70.0
1990-FARIBAULT,FARIBAULT,75.0
1990-FREEBORN,FREEBORN,75.0
1990-GRANT,GRANT,82.0
1990-HENNEPIN,HENNEPIN,51.0
1990-ISANTI,ISANTI,50.0
1990-JACKSON,JACKSON,68.0
1990-KANABEC,KANABEC,63.0
1990-KANDIYOHI,KANDIYOHI,76.0
1990-KITTSON,KITTSON,61.0
1990-LAC QUI PARLE,LAC QUI PARLE,79.0
1990-LAKE OF THE WOODS,LAKE OF THE WOODS,59.0
1990-LE SUEUR,LE SUEUR,57.0
1990-LINCOLN,LINCOLN,63.0
1990-LYON,LYON,71.0
1990-MAHNOMEN,MAHNOMEN,70.0
1990-MARSHALL,MARSHALL,72.0
1990-MARTIN,MARTIN,70.0
1990-MCLEOD,MCLEOD,64.0
1990-MEEKER,MEEKER,61.0
1990-MILLE LACS,MILLE LACS,61.0
1990-MORRISON,MORRISON,67.0
1990-MURRAY,MURRAY,73.0
1990-NICOLLET,NICOLLET,62.0
1990-NOBLES,NOBLES,71.0
1990-NORMAN,NORMAN,74.0
1990-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,44.3
1990-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,
1990-OTTER TAIL,OTTER TAIL,65.0
1990-PENNINGTON,PENNINGTON,74.0
1990-PINE,PINE,60.0
1990-PIPESTONE,PIPESTONE,73.0
1990-POLK,POLK,63.0
1990-POPE,POPE,77.0
1990-RED LAKE,RED LAKE,65.0
1990-REDWOOD,REDWOOD,63.0
1990-RENVILLE,RENVILLE,73.0
1990-RICE,RICE,59.0
1990-ROCK,ROCK,66.0
1990-ROSEAU,ROSEAU,67.0
1990-SCOTT,SCOTT,64.0
1990-SHERBURNE,SHERBURNE,67.0
1990-SIBLEY,SIBLEY,60.0
1990-STEARNS,STEARNS,76.0
1990-STEELE,STEELE,69.0
1990-STEVENS,STEVENS,83.0
1990-SWIFT,SWIFT,85.0
1990-TODD,TODD,67.0
1990-TRAVERSE,TRAVERSE,79.0
1990-WADENA,WADENA,52.0
1990-WASECA,WASECA,69.0
1990-WASHINGTON,WASHINGTON,43.0
1990-WATONWAN,WATONWAN,72.0
1990-WILKIN,WILKIN,78.0
1990-WRIGHT,WRIGHT,59.0
1990-YELLOW MEDICINE,YELLOW MEDICINE,75.0
1991-AITKIN,AITKIN,33.0
1991-BECKER,BECKER,49.0
1991-BELTRAMI,BELTRAMI,46.0
1991-BENTON,BENTON,32.0
1991-BIG STONE,BIG STONE,31.0
1991-BLUE EARTH,BLUE EARTH,31.0
1991-BROWN,BROWN,32.0
1991-CARLTON,CARLTON,42.0
1991-CARVER,CARVER,37.0
1991-CASS,CASS,36.0
1991-CHIPPEWA,CHIPPEWA,32.0
1991-CHISAGO,CHISAGO,30.0
1991-CLAY,CLAY,58.0
1991-CLEARWATER,CLEARWATER,48.0
1991-COTTONWOOD,COTTONWOOD,36.0
1991-CROW WING,CROW WING,28.0
1991-DOUGLAS,DOUGLAS,35.0
1991-FARIBAULT,FARIBAULT,40.0
1991-FREEBORN,FREEBORN,31.0
1991-GRANT,GRANT,34.0
1991-HENNEPIN,HENNEPIN,32.0
1991-HUBBARD,HUBBARD,40.0
1991-ISANTI,ISANTI,30.0
1991-JACKSON,JACKSON,30.0
1991-KANABEC,KANABEC,32.0
1991-KANDIYOHI,KANDIYOHI,29.0
1991-KITTSON,KITTSON,55.0
1991-KOOCHICHING,KOOCHICHING,44.0
1991-LAC QUI PARLE,LAC QUI PARLE,32.0
1991-LAKE OF THE WOODS,LAKE OF THE WOODS,46.0
1991-LE SUEUR,LE SUEUR,41.0
1991-LINCOLN,LINCOLN,43.0
1991-LYON,LYON,52.0
1991-MAHNOMEN,MAHNOMEN,59.0
1991-MARSHALL,MARSHALL,57.0
1991-MARTIN,MARTIN,29.0
1991-MCLEOD,MCLEOD,31.0
1991-MEEKER,MEEKER,35.0
1991-MILLE LACS,MILLE LACS,35.0
1991-MORRISON,MORRISON,31.0
1991-MURRAY,MURRAY,51.0
1991-NICOLLET,NICOLLET,43.0
1991-NOBLES,NOBLES,62.0
1991-NORMAN,NORMAN,65.0
1991-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,43.0
1991-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,30.0
1991-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,40.0
1991-OTTER TAIL,OTTER TAIL,44.0
1991-PENNINGTON,PENNINGTON,57.0
1991-PINE,PINE,42.0
1991-PIPESTONE,PIPESTONE,50.0
1991-POLK,POLK,60.0
1991-POPE,POPE,34.0
1991-RED LAKE,RED LAKE,66.0
1991-REDWOOD,REDWOOD,40.0
1991-RENVILLE,RENVILLE,34.0
1991-RICE,RICE,34.0
1991-ROCK,ROCK,64.0
1991-ROSEAU,ROSEAU,47.0
1991-SCOTT,SCOTT,35.0
1991-SHERBURNE,SHERBURNE,35.0
1991-SIBLEY,SIBLEY,35.0
1991-ST. LOUIS,ST. LOUIS,46.0
1991-STEARNS,STEARNS,35.0
1991-STEELE,STEELE,36.0
1991-STEVENS,STEVENS,30.0
1991-SWIFT,SWIFT,29.0
1991-TODD,TODD,33.0
1991-TRAVERSE,TRAVERSE,42.0
1991-WADENA,WADENA,43.0
1991-WASECA,WASECA,39.0
1991-WASHINGTON,WASHINGTON,34.0
1991-WATONWAN,WATONWAN,30.0
1991-WILKIN,WILKIN,48.0
1991-WRIGHT,WRIGHT,33.0
1991-YELLOW MEDICINE,YELLOW MEDICINE,32.0
1992-AITKIN,AITKIN,43.0
1992-BECKER,BECKER,72.0
1992-BELTRAMI,BELTRAMI,53.0
1992-BENTON,BENTON,63.0
1992-BIG STONE,BIG STONE,74.0
1992-BLUE EARTH,BLUE EARTH,73.0
1992-BROWN,BROWN,72.0
1992-CARLTON,CARLTON,50.0
1992-CARVER,CARVER,70.0
1992-CASS,CASS,60.0
1992-CHIPPEWA,CHIPPEWA,83.0
1992-CHISAGO,CHISAGO,54.0
1992-CLAY,CLAY,85.0
1992-CLEARWATER,CLEARWATER,60.0
1992-COTTONWOOD,COTTONWOOD,80.0
1992-CROW WING,CROW WING,51.0
1992-DOUGLAS,DOUGLAS,71.0
1992-FARIBAULT,FARIBAULT,88.0
1992-FREEBORN,FREEBORN,64.0
1992-GRANT,GRANT,79.0
1992-HENNEPIN,HENNEPIN,60.0
1992-HUBBARD,HUBBARD,53.0
1992-ISANTI,ISANTI,52.0
1992-JACKSON,JACKSON,80.0
1992-KANABEC,KANABEC,57.0
1992-KANDIYOHI,KANDIYOHI,75.0
1992-KITTSON,KITTSON,69.0
1992-LAC QUI PARLE,LAC QUI PARLE,77.0
1992-LAKE OF THE WOODS,LAKE OF THE WOODS,38.0
1992-LE SUEUR,LE SUEUR,65.0
1992-LINCOLN,LINCOLN,75.0
1992-LYON,LYON,77.0
1992-MAHNOMEN,MAHNOMEN,70.0
1992-MARSHALL,MARSHALL,84.0
1992-MARTIN,MARTIN,88.0
1992-MCLEOD,MCLEOD,76.0
1992-MEEKER,MEEKER,69.0
1992-MILLE LACS,MILLE LACS,57.0
1992-MORRISON,MORRISON,61.0
1992-MURRAY,MURRAY,80.0
1992-NICOLLET,NICOLLET,71.0
1992-NOBLES,NOBLES,82.0
1992-NORMAN,NORMAN,82.0
1992-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,45.0
1992-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,38.5
1992-OTTER TAIL,OTTER TAIL,78.0
1992-PENNINGTON,PENNINGTON,85.0
1992-PINE,PINE,51.0
1992-PIPESTONE,PIPESTONE,78.0
1992-POLK,POLK,83.0
1992-POPE,POPE,72.0
1992-RED LAKE,RED LAKE,81.0
1992-REDWOOD,REDWOOD,82.0
1992-RENVILLE,RENVILLE,79.0
1992-RICE,RICE,58.0
1992-ROCK,ROCK,78.0
1992-ROSEAU,ROSEAU,72.0
1992-SCOTT,SCOTT,65.0
1992-SHERBURNE,SHERBURNE,50.0
1992-SIBLEY,SIBLEY,69.0
1992-ST. LOUIS,ST. LOUIS,55.0
1992-STEARNS,STEARNS,73.0
1992-STEELE,STEELE,72.0
1992-STEVENS,STEVENS,78.0
1992-SWIFT,SWIFT,76.0
1992-TODD,TODD,62.0
1992-TRAVERSE,TRAVERSE,80.0
1992-WADENA,WADENA,58.0
1992-WASECA,WASECA,74.0
1992-WASHINGTON,WASHINGTON,48.0
1992-WATONWAN,WATONWAN,60.0
1992-WILKIN,WILKIN,81.0
1992-WRIGHT,WRIGHT,62.0
1992-YELLOW MEDICINE,YELLOW MEDICINE,74.0
1993-BECKER,BECKER,53.0
1993-BELTRAMI,BELTRAMI,63.0
1993-BENTON,BENTON,47.0
1993-BIG STONE,BIG STONE,45.0
1993-BLUE EARTH,BLUE EARTH,41.0
1993-BROWN,BROWN,39.0
1993-CARLTON,CARLTON,33.0
1993-CARVER,CARVER,48.0
1993-CASS,CASS,48.0
1993-CHIPPEWA,CHIPPEWA,51.0
1993-CHISAGO,CHISAGO,50.0
1993-CLAY,CLAY,67.0
1993-CLEARWATER,CLEARWATER,57.0
1993-COTTONWOOD,COTTONWOOD,51.0
1993-CROW WING,CROW WING,51.0
1993-DOUGLAS,DOUGLAS,47.0
1993-FARIBAULT,FARIBAULT,57.0
1993-FREEBORN,FREEBORN,44.0
1993-GRANT,GRANT,46.0
1993-HENNEPIN,HENNEPIN,47.0
1993-HUBBARD,HUBBARD,39.0
1993-ISANTI,ISANTI,58.0
1993-JACKSON,JACKSON,48.0
1993-KANABEC,KANABEC,59.0
1993-KANDIYOHI,KANDIYOHI,49.0
1993-KITTSON,KITTSON,48.0
1993-LAC QUI PARLE,LAC QUI PARLE,54.0
1993-LAKE OF THE WOODS,LAKE OF THE WOODS,61.0
1993-LE SUEUR,LE SUEUR,44.0
1993-LINCOLN,LINCOLN,35.0
1993-LYON,LYON,35.0
1993-MAHNOMEN,MAHNOMEN,53.0
1993-MARSHALL,MARSHALL,55.0
1993-MARTIN,MARTIN,42.0
1993-MCLEOD,MCLEOD,61.0
1993-MEEKER,MEEKER,54.0
1993-MILLE LACS,MILLE LACS,50.0
1993-MORRISON,MORRISON,62.0
1993-MURRAY,MURRAY,47.0
1993-NICOLLET,NICOLLET,62.0
1993-NOBLES,NOBLES,43.0
1993-NORMAN,NORMAN,64.0
1993-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,33.5
1993-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,44.2
1993-OTTER TAIL,OTTER TAIL,51.0
1993-PENNINGTON,PENNINGTON,61.0
1993-PINE,PINE,53.0
1993-PIPESTONE,PIPESTONE,38.0
1993-POLK,POLK,72.0
1993-POPE,POPE,51.0
1993-RED LAKE,RED LAKE,58.0
1993-REDWOOD,REDWOOD,57.0
1993-RENVILLE,RENVILLE,61.0
1993-RICE,RICE,43.0
1993-ROCK,ROCK,64.0
1993-ROSEAU,ROSEAU,51.0
1993-SCOTT,SCOTT,51.0
1993-SHERBURNE,SHERBURNE,54.0
1993-SIBLEY,SIBLEY,44.0
1993-ST. LOUIS,ST. LOUIS,28.0
1993-STEARNS,STEARNS,53.0
1993-STEELE,STEELE,46.0
1993-STEVENS,STEVENS,51.0
1993-SWIFT,SWIFT,50.0
1993-TODD,TODD,48.0
1993-TRAVERSE,TRAVERSE,60.0
1993-WADENA,WADENA,42.0
1993-WASECA,WASECA,39.0
1993-WASHINGTON,WASHINGTON,43.0
1993-WATONWAN,WATONWAN,49.0
1993-WILKIN,WILKIN,62.0
1993-WRIGHT,WRIGHT,53.0
1993-YELLOW MEDICINE,YELLOW MEDICINE,53.0
1994-AITKIN,AITKIN,45.0
1994-BECKER,BECKER,51.0
1994-BELTRAMI,BELTRAMI,40.0
1994-BENTON,BENTON,48.0
1994-BIG STONE,BIG STONE,55.0
1994-BLUE EARTH,BLUE EARTH,56.0
1994-BROWN,BROWN,53.0
1994-CARLTON,CARLTON,47.0
1994-CARVER,CARVER,51.0
1994-CASS,CASS,45.0
1994-CHIPPEWA,CHIPPEWA,55.0
1994-CHISAGO,CHISAGO,42.0
1994-CLAY,CLAY,59.0
1994-CLEARWATER,CLEARWATER,60.0
1994-COTTONWOOD,COTTONWOOD,50.0
1994-CROW WING,CROW WING,44.0
1994-DOUGLAS,DOUGLAS,60.0
1994-FARIBAULT,FARIBAULT,63.0
